Name,MapDate,DSCI
Southern,20141230,110
Southern,20150106,99
Southern,20150113,100
Southern,20150120,106
Southern,20150127,105
Southern,20150203,105
Southern,20150210,114
Southern,20150217,128
Southern,20150224,128
Southern,20150303,119
Southern,20150310,112
Southern,20150317,112
Southern,20150324,101
Southern,20150331,103
Southern,20150407,106
Southern,20150414,102
Southern,20150421,87
Southern,20150428,76
Southern,20150505,75
Southern,20150512,64
Southern,20150519,51
Southern,20150526,35
Southern,20150602,26
Southern,20150609,25
Southern,20150616,25
Southern,20150623,28
Southern,20150630,29
Southern,20150707,25
Southern,20150714,25
Southern,20150721,26
Southern,20150728,33
Southern,20150804,46
Southern,20150811,65
Southern,20150818,71
Southern,20150825,67
Southern,20150901,72
Southern,20150908,84
Southern,20150915,88
Southern,20150922,93
Southern,20150929,98
Southern,20151006,112
Southern,20151013,125
Southern,20151020,142
Southern,20151027,66
Southern,20151103,38
Southern,20151110,26
Southern,20151117,22
Southern,20151124,14
Southern,20151201,9
Southern,20151208,7
Southern,20151215,8
Southern,20151222,7
Southern,20151229,7
