Name,MapDate,DSCI
Western,20221227,234
Western,20230103,223
Western,20230110,208
Western,20230117,198
Western,20230124,192
Western,20230131,194
Western,20230207,184
Western,20230214,181
Western,20230221,184
Western,20230228,168
Western,20230307,162
Western,20230314,147
Western,20230321,137
Western,20230328,113
Western,20230404,102
Western,20230411,88
Western,20230418,84
Western,20230425,80
Western,20230502,82
Western,20230509,76
Western,20230516,73
Western,20230523,71
Western,20230530,68
Western,20230606,66
Western,20230613,59
Western,20230620,58
Western,20230627,59
Western,20230704,59
Western,20230711,61
Western,20230718,63
Western,20230725,70
Western,20230801,78
Western,20230808,87
Western,20230815,86
Western,20230822,79
Western,20230829,84
Western,20230905,85
Western,20230912,85
Western,20230919,88
Western,20230926,87
Western,20231003,87
Western,20231010,87
Western,20231017,83
Western,20231024,82
Western,20231031,79
Western,20231107,75
Western,20231114,72
Western,20231121,69
Western,20231128,67
Western,20231205,60
Western,20231212,59
Western,20231219,60
Western,20231226,62
