Name,MapDate,DSCI
CONUS,20191231,39
CONUS,20200107,39
CONUS,20200114,37
CONUS,20200121,40
CONUS,20200128,40
CONUS,20200204,39
CONUS,20200211,38
CONUS,20200218,36
CONUS,20200225,36
CONUS,20200303,38
CONUS,20200310,40
CONUS,20200317,41
CONUS,20200324,40
CONUS,20200331,43
CONUS,20200407,43
CONUS,20200414,45
CONUS,20200421,48
CONUS,20200428,50
CONUS,20200505,54
CONUS,20200512,60
CONUS,20200519,63
CONUS,20200526,61
CONUS,20200602,65
CONUS,20200609,70
CONUS,20200616,79
CONUS,20200623,82
CONUS,20200630,84
CONUS,20200707,88
CONUS,20200714,93
CONUS,20200721,102
CONUS,20200728,106
CONUS,20200804,106
CONUS,20200811,107
CONUS,20200818,115
CONUS,20200825,129
CONUS,20200901,130
CONUS,20200908,133
CONUS,20200915,133
CONUS,20200922,137
CONUS,20200929,148
CONUS,20201006,154
CONUS,20201013,160
CONUS,20201020,164
CONUS,20201027,161
CONUS,20201103,157
CONUS,20201110,163
CONUS,20201117,167
CONUS,20201124,177
CONUS,20201201,178
CONUS,20201208,181
CONUS,20201215,182
CONUS,20201222,183
CONUS,20201229,182
