Name,MapDate,DSCI
Southern,20001226,106
Southern,20010102,100
Southern,20010109,102
Southern,20010116,102
Southern,20010123,87
Southern,20010130,82
Southern,20010206,81
Southern,20010213,82
Southern,20010220,77
Southern,20010227,76
Southern,20010306,68
Southern,20010313,64
Southern,20010320,60
Southern,20010327,58
Southern,20010403,56
Southern,20010410,56
Southern,20010417,59
Southern,20010424,59
Southern,20010501,66
Southern,20010508,84
Southern,20010515,86
Southern,20010522,85
Southern,20010529,86
Southern,20010605,76
Southern,20010612,58
Southern,20010619,68
Southern,20010626,74
Southern,20010703,71
Southern,20010710,77
Southern,20010717,88
Southern,20010724,100
Southern,20010731,116
Southern,20010807,115
Southern,20010814,93
Southern,20010821,87
Southern,20010828,86
Southern,20010904,69
Southern,20010911,68
Southern,20010918,65
Southern,20010925,61
Southern,20011002,62
Southern,20011009,64
Southern,20011016,61
Southern,20011023,74
Southern,20011030,87
Southern,20011106,104
Southern,20011113,109
Southern,20011120,103
Southern,20011127,100
Southern,20011204,98
Southern,20011211,91
Southern,20011218,91
Southern,20011225,95
