Name,MapDate,DSCI
Western,20241231,136
Western,20250107,131
Western,20250114,134
Western,20250121,139
Western,20250128,150
Western,20250204,164
Western,20250211,164
Western,20250218,157
Western,20250225,149
Western,20250304,149
Western,20250311,147
Western,20250318,145
Western,20250325,142
Western,20250401,142
Western,20250408,142
Western,20250415,144
Western,20250422,147
Western,20250429,151
Western,20250506,149
Western,20250513,153
Western,20250520,153
Western,20250527,156
Western,20250603,161
Western,20250610,160
Western,20250617,167
Western,20250624,185
Western,20250701,200
Western,20250708,204
Western,20250715,215
Western,20250722,213
Western,20250729,216
Western,20250805,213
Western,20250812,210
Western,20250819,211
Western,20250826,213
Western,20250902,212
Western,20250909,210
Western,20250916,208
Western,20250923,210
Western,20250930,211
Western,20251007,204
Western,20251014,200
Western,20251021,182
Western,20251028,178
Western,20251104,177
Western,20251111,171
Western,20251118,158
Western,20251125,144
Western,20251202,139
Western,20251209,134
Western,20251216,127
Western,20251223,125
Western,20251230,112
