Name,MapDate,DSCI
Western,20051227,52
Western,20060103,41
Western,20060110,39
Western,20060117,35
Western,20060124,34
Western,20060131,39
Western,20060207,48
Western,20060214,48
Western,20060221,51
Western,20060228,54
Western,20060307,55
Western,20060314,51
Western,20060321,51
Western,20060328,49
Western,20060404,47
Western,20060411,45
Western,20060418,45
Western,20060425,45
Western,20060502,48
Western,20060509,52
Western,20060516,53
Western,20060523,54
Western,20060530,53
Western,20060606,54
Western,20060613,53
Western,20060620,53
Western,20060627,55
Western,20060704,53
Western,20060711,62
Western,20060718,73
Western,20060725,79
Western,20060801,77
Western,20060808,84
Western,20060815,88
Western,20060822,84
Western,20060829,88
Western,20060905,95
Western,20060912,96
Western,20060919,96
Western,20060926,96
Western,20061003,96
Western,20061010,91
Western,20061017,91
Western,20061024,89
Western,20061031,87
Western,20061107,66
Western,20061114,66
Western,20061121,63
Western,20061128,63
Western,20061205,69
Western,20061212,67
Western,20061219,71
Western,20061226,71
