Name,MapDate,DSCI
Western,20161227,96
Western,20170103,91
Western,20170110,66
Western,20170117,64
Western,20170124,52
Western,20170131,48
Western,20170207,41
Western,20170214,36
Western,20170221,29
Western,20170228,22
Western,20170307,16
Western,20170314,15
Western,20170321,15
Western,20170328,15
Western,20170404,15
Western,20170411,15
Western,20170418,16
Western,20170425,16
Western,20170502,15
Western,20170509,18
Western,20170516,18
Western,20170523,19
Western,20170530,23
Western,20170606,27
Western,20170613,29
Western,20170620,34
Western,20170627,40
Western,20170704,47
Western,20170711,51
Western,20170718,63
Western,20170725,68
Western,20170801,66
Western,20170808,73
Western,20170815,75
Western,20170822,83
Western,20170829,93
Western,20170905,107
Western,20170912,114
Western,20170919,107
Western,20170926,103
Western,20171003,96
Western,20171010,92
Western,20171017,85
Western,20171024,76
Western,20171031,80
Western,20171107,70
Western,20171114,67
Western,20171121,63
Western,20171128,72
Western,20171205,77
Western,20171212,81
Western,20171219,84
Western,20171226,84
