Name,MapDate,DSCI
CONUS,20131231,104
CONUS,20140107,108
CONUS,20140114,113
CONUS,20140121,114
CONUS,20140128,122
CONUS,20140204,123
CONUS,20140211,122
CONUS,20140218,119
CONUS,20140225,121
CONUS,20140304,120
CONUS,20140311,119
CONUS,20140318,121
CONUS,20140325,125
CONUS,20140401,127
CONUS,20140408,124
CONUS,20140415,125
CONUS,20140422,130
CONUS,20140429,131
CONUS,20140506,138
CONUS,20140513,133
CONUS,20140520,134
CONUS,20140527,131
CONUS,20140603,129
CONUS,20140610,123
CONUS,20140617,121
CONUS,20140624,119
CONUS,20140701,118
CONUS,20140708,120
CONUS,20140715,118
CONUS,20140722,118
CONUS,20140729,119
CONUS,20140805,118
CONUS,20140812,117
CONUS,20140819,117
CONUS,20140826,117
CONUS,20140902,114
CONUS,20140909,111
CONUS,20140916,109
CONUS,20140923,107
CONUS,20140930,110
CONUS,20141007,109
CONUS,20141014,105
CONUS,20141021,105
CONUS,20141028,104
CONUS,20141104,106
CONUS,20141111,106
CONUS,20141118,106
CONUS,20141125,105
CONUS,20141202,106
CONUS,20141209,108
CONUS,20141216,108
CONUS,20141223,109
CONUS,20141230,104
