Name,MapDate,DSCI
Western,20111227,72
Western,20120103,80
Western,20120110,92
Western,20120117,97
Western,20120124,103
Western,20120131,112
Western,20120207,114
Western,20120214,113
Western,20120221,119
Western,20120228,132
Western,20120306,135
Western,20120313,149
Western,20120320,134
Western,20120327,135
Western,20120403,136
Western,20120410,137
Western,20120417,128
Western,20120424,130
Western,20120501,130
Western,20120508,130
Western,20120515,133
Western,20120522,136
Western,20120529,136
Western,20120605,135
Western,20120612,134
Western,20120619,144
Western,20120626,155
Western,20120703,160
Western,20120710,165
Western,20120717,171
Western,20120724,174
Western,20120731,175
Western,20120807,175
Western,20120814,178
Western,20120821,183
Western,20120828,180
Western,20120904,186
Western,20120911,184
Western,20120918,182
Western,20120925,182
Western,20121002,184
Western,20121009,190
Western,20121016,183
Western,20121023,186
Western,20121030,186
Western,20121106,176
Western,20121113,168
Western,20121120,170
Western,20121127,172
Western,20121204,163
Western,20121211,160
Western,20121218,160
Western,20121225,160
