Name,MapDate,DSCI
Southern,20241231,101
Southern,20250107,100
Southern,20250114,93
Southern,20250121,95
Southern,20250128,94
Southern,20250204,111
Southern,20250211,123
Southern,20250218,114
Southern,20250225,116
Southern,20250304,126
Southern,20250311,131
Southern,20250318,145
Southern,20250325,156
Southern,20250401,154
Southern,20250408,140
Southern,20250415,143
Southern,20250422,151
Southern,20250429,142
Southern,20250506,133
Southern,20250513,116
Southern,20250520,115
Southern,20250527,111
Southern,20250603,101
Southern,20250610,96
Southern,20250617,90
Southern,20250624,89
Southern,20250701,85
Southern,20250708,75
Southern,20250715,72
Southern,20250722,71
Southern,20250729,73
Southern,20250805,66
Southern,20250812,76
Southern,20250819,84
Southern,20250826,85
Southern,20250902,90
Southern,20250909,93
Southern,20250916,110
Southern,20250923,119
Southern,20250930,123
Southern,20251007,131
Southern,20251014,144
Southern,20251021,153
Southern,20251028,138
Southern,20251104,143
Southern,20251111,152
Southern,20251118,166
Southern,20251125,162
Southern,20251202,154
Southern,20251209,146
Southern,20251216,150
Southern,20251223,159
Southern,20251230,177
