Name,MapDate,DSCI
CONUS,20171226,87
CONUS,20180102,92
CONUS,20180109,99
CONUS,20180116,105
CONUS,20180123,112
CONUS,20180130,124
CONUS,20180206,128
CONUS,20180213,118
CONUS,20180220,117
CONUS,20180227,103
CONUS,20180306,104
CONUS,20180313,105
CONUS,20180320,104
CONUS,20180327,104
CONUS,20180403,102
CONUS,20180410,102
CONUS,20180417,98
CONUS,20180424,98
CONUS,20180501,99
CONUS,20180508,100
CONUS,20180515,103
CONUS,20180522,99
CONUS,20180529,97
CONUS,20180605,102
CONUS,20180612,104
CONUS,20180619,101
CONUS,20180626,104
CONUS,20180703,106
CONUS,20180710,106
CONUS,20180717,108
CONUS,20180724,115
CONUS,20180731,118
CONUS,20180807,121
CONUS,20180814,124
CONUS,20180821,121
CONUS,20180828,119
CONUS,20180904,116
CONUS,20180911,106
CONUS,20180918,107
CONUS,20180925,105
CONUS,20181002,102
CONUS,20181009,91
CONUS,20181016,82
CONUS,20181023,81
CONUS,20181030,77
CONUS,20181106,74
CONUS,20181113,73
CONUS,20181120,73
CONUS,20181127,74
CONUS,20181204,71
CONUS,20181211,72
CONUS,20181218,72
CONUS,20181225,72
