Name,MapDate,DSCI
Alaska,20171226,0
Alaska,20180102,0
Alaska,20180109,0
Alaska,20180116,0
Alaska,20180123,0
Alaska,20180130,36
Alaska,20180206,27
Alaska,20180213,27
Alaska,20180220,27
Alaska,20180227,27
Alaska,20180306,29
Alaska,20180313,29
Alaska,20180320,23
Alaska,20180327,23
Alaska,20180403,13
Alaska,20180410,13
Alaska,20180417,13
Alaska,20180424,11
Alaska,20180501,11
Alaska,20180508,11
Alaska,20180515,11
Alaska,20180522,2
Alaska,20180529,2
Alaska,20180605,2
Alaska,20180612,2
Alaska,20180619,6
Alaska,20180626,6
Alaska,20180703,6
Alaska,20180710,6
Alaska,20180717,8
Alaska,20180724,8
Alaska,20180731,8
Alaska,20180807,8
Alaska,20180814,8
Alaska,20180821,7
Alaska,20180828,7
Alaska,20180904,7
Alaska,20180911,7
Alaska,20180918,7
Alaska,20180925,9
Alaska,20181002,10
Alaska,20181009,10
Alaska,20181016,10
Alaska,20181023,10
Alaska,20181030,10
Alaska,20181106,10
Alaska,20181113,10
Alaska,20181120,10
Alaska,20181127,10
Alaska,20181204,10
Alaska,20181211,10
Alaska,20181218,10
Alaska,20181225,10
