Name,MapDate,DSCI
CONUS,20151229,72
CONUS,20160105,68
CONUS,20160112,65
CONUS,20160119,61
CONUS,20160126,59
CONUS,20160202,60
CONUS,20160209,58
CONUS,20160216,61
CONUS,20160223,59
CONUS,20160301,60
CONUS,20160308,61
CONUS,20160315,58
CONUS,20160322,61
CONUS,20160329,65
CONUS,20160405,66
CONUS,20160412,69
CONUS,20160419,65
CONUS,20160426,65
CONUS,20160503,58
CONUS,20160510,55
CONUS,20160517,51
CONUS,20160524,53
CONUS,20160531,52
CONUS,20160607,56
CONUS,20160614,61
CONUS,20160621,64
CONUS,20160628,68
CONUS,20160705,72
CONUS,20160712,72
CONUS,20160719,77
CONUS,20160726,83
CONUS,20160802,83
CONUS,20160809,86
CONUS,20160816,79
CONUS,20160823,76
CONUS,20160830,76
CONUS,20160906,74
CONUS,20160913,74
CONUS,20160920,76
CONUS,20160927,78
CONUS,20161004,76
CONUS,20161011,78
CONUS,20161018,81
CONUS,20161025,84
CONUS,20161101,92
CONUS,20161108,95
CONUS,20161115,105
CONUS,20161122,114
CONUS,20161129,116
CONUS,20161206,106
CONUS,20161213,104
CONUS,20161220,100
CONUS,20161227,91
