Name,MapDate,DSCI
Alaska,20111227,0
Alaska,20120103,0
Alaska,20120110,0
Alaska,20120117,0
Alaska,20120124,0
Alaska,20120131,0
Alaska,20120207,0
Alaska,20120214,0
Alaska,20120221,0
Alaska,20120228,0
Alaska,20120306,0
Alaska,20120313,0
Alaska,20120320,0
Alaska,20120327,0
Alaska,20120403,0
Alaska,20120410,0
Alaska,20120417,0
Alaska,20120424,0
Alaska,20120501,0
Alaska,20120508,0
Alaska,20120515,0
Alaska,20120522,0
Alaska,20120529,0
Alaska,20120605,0
Alaska,20120612,0
Alaska,20120619,18
Alaska,20120626,42
Alaska,20120703,42
Alaska,20120710,29
Alaska,20120717,29
Alaska,20120724,29
Alaska,20120731,29
Alaska,20120807,29
Alaska,20120814,29
Alaska,20120821,29
Alaska,20120828,29
Alaska,20120904,29
Alaska,20120911,29
Alaska,20120918,29
Alaska,20120925,29
Alaska,20121002,29
Alaska,20121009,29
Alaska,20121016,29
Alaska,20121023,29
Alaska,20121030,29
Alaska,20121106,29
Alaska,20121113,29
Alaska,20121120,29
Alaska,20121127,47
Alaska,20121204,47
Alaska,20121211,47
Alaska,20121218,47
Alaska,20121225,65
