Name,MapDate,DSCI
Alaska,20151229,10
Alaska,20160105,10
Alaska,20160112,10
Alaska,20160119,10
Alaska,20160126,10
Alaska,20160202,10
Alaska,20160209,10
Alaska,20160216,10
Alaska,20160223,10
Alaska,20160301,10
Alaska,20160308,10
Alaska,20160315,16
Alaska,20160322,16
Alaska,20160329,16
Alaska,20160405,16
Alaska,20160412,23
Alaska,20160419,23
Alaska,20160426,23
Alaska,20160503,23
Alaska,20160510,23
Alaska,20160517,23
Alaska,20160524,16
Alaska,20160531,16
Alaska,20160607,16
Alaska,20160614,16
Alaska,20160621,27
Alaska,20160628,27
Alaska,20160705,22
Alaska,20160712,22
Alaska,20160719,28
Alaska,20160726,22
Alaska,20160802,22
Alaska,20160809,18
Alaska,20160816,18
Alaska,20160823,0
Alaska,20160830,0
Alaska,20160906,0
Alaska,20160913,0
Alaska,20160920,0
Alaska,20160927,0
Alaska,20161004,0
Alaska,20161011,0
Alaska,20161018,10
Alaska,20161025,10
Alaska,20161101,10
Alaska,20161108,9
Alaska,20161115,9
Alaska,20161122,9
Alaska,20161129,9
Alaska,20161206,9
Alaska,20161213,9
Alaska,20161220,9
Alaska,20161227,9
