Name,MapDate,DSCI
Southern,20111227,242
Southern,20120103,245
Southern,20120110,239
Southern,20120117,240
Southern,20120124,238
Southern,20120131,233
Southern,20120207,227
Southern,20120214,227
Southern,20120221,209
Southern,20120228,208
Southern,20120306,209
Southern,20120313,202
Southern,20120320,189
Southern,20120327,179
Southern,20120403,178
Southern,20120410,179
Southern,20120417,176
Southern,20120424,178
Southern,20120501,189
Southern,20120508,187
Southern,20120515,172
Southern,20120522,186
Southern,20120529,193
Southern,20120605,192
Southern,20120612,172
Southern,20120619,185
Southern,20120626,201
Southern,20120703,213
Southern,20120710,220
Southern,20120717,212
Southern,20120724,217
Southern,20120731,219
Southern,20120807,221
Southern,20120814,224
Southern,20120821,217
Southern,20120828,213
Southern,20120904,207
Southern,20120911,211
Southern,20120918,208
Southern,20120925,212
Southern,20121002,188
Southern,20121009,183
Southern,20121016,180
Southern,20121023,181
Southern,20121030,182
Southern,20121106,189
Southern,20121113,192
Southern,20121120,207
Southern,20121127,222
Southern,20121204,232
Southern,20121211,233
Southern,20121218,233
Southern,20121225,234
