Name,MapDate,DSCI
Eastern,20080101,116
Eastern,20080108,118
Eastern,20080115,116
Eastern,20080122,112
Eastern,20080129,116
Eastern,20080205,114
Eastern,20080212,114
Eastern,20080219,112
Eastern,20080226,100
Eastern,20080304,101
Eastern,20080311,80
Eastern,20080318,80
Eastern,20080325,79
Eastern,20080401,82
Eastern,20080408,68
Eastern,20080415,68
Eastern,20080422,61
Eastern,20080429,54
Eastern,20080506,55
Eastern,20080513,46
Eastern,20080520,43
Eastern,20080527,46
Eastern,20080603,46
Eastern,20080610,76
Eastern,20080617,80
Eastern,20080624,80
Eastern,20080701,80
Eastern,20080708,75
Eastern,20080715,71
Eastern,20080722,76
Eastern,20080729,71
Eastern,20080805,69
Eastern,20080812,76
Eastern,20080819,85
Eastern,20080826,95
Eastern,20080902,88
Eastern,20080909,69
Eastern,20080916,66
Eastern,20080923,71
Eastern,20080930,69
Eastern,20081007,67
Eastern,20081014,77
Eastern,20081021,78
Eastern,20081028,67
Eastern,20081104,69
Eastern,20081111,74
Eastern,20081118,68
Eastern,20081125,67
Eastern,20081202,69
Eastern,20081209,67
Eastern,20081216,48
Eastern,20081223,43
Eastern,20081230,36
