Name,MapDate,DSCI
Alaska,20191231,8
Alaska,20200107,7
Alaska,20200114,7
Alaska,20200121,6
Alaska,20200128,10
Alaska,20200204,10
Alaska,20200211,10
Alaska,20200218,8
Alaska,20200225,6
Alaska,20200303,6
Alaska,20200310,0
Alaska,20200317,0
Alaska,20200324,0
Alaska,20200331,0
Alaska,20200407,0
Alaska,20200414,0
Alaska,20200421,0
Alaska,20200428,0
Alaska,20200505,0
Alaska,20200512,0
Alaska,20200519,0
Alaska,20200526,0
Alaska,20200602,0
Alaska,20200609,0
Alaska,20200616,0
Alaska,20200623,0
Alaska,20200630,0
Alaska,20200707,6
Alaska,20200714,5
Alaska,20200721,5
Alaska,20200728,5
Alaska,20200804,8
Alaska,20200811,8
Alaska,20200818,8
Alaska,20200825,11
Alaska,20200901,36
Alaska,20200908,33
Alaska,20200915,31
Alaska,20200922,31
Alaska,20200929,23
Alaska,20201006,15
Alaska,20201013,15
Alaska,20201020,15
Alaska,20201027,13
Alaska,20201103,12
Alaska,20201110,12
Alaska,20201117,11
Alaska,20201124,11
Alaska,20201201,11
Alaska,20201208,11
Alaska,20201215,11
Alaska,20201222,9
Alaska,20201229,9
