Name,MapDate,DSCI
Western,20041228,190
Western,20050104,173
Western,20050111,171
Western,20050118,166
Western,20050125,167
Western,20050201,182
Western,20050208,185
Western,20050215,186
Western,20050222,192
Western,20050301,193
Western,20050308,195
Western,20050315,204
Western,20050322,203
Western,20050329,192
Western,20050405,188
Western,20050412,176
Western,20050419,162
Western,20050426,154
Western,20050503,150
Western,20050510,139
Western,20050517,125
Western,20050524,124
Western,20050531,124
Western,20050607,117
Western,20050614,107
Western,20050621,100
Western,20050628,97
Western,20050705,97
Western,20050712,95
Western,20050719,95
Western,20050726,103
Western,20050802,106
Western,20050809,96
Western,20050816,92
Western,20050823,90
Western,20050830,90
Western,20050906,90
Western,20050913,90
Western,20050920,92
Western,20050927,92
Western,20051004,89
Western,20051011,88
Western,20051018,82
Western,20051025,81
Western,20051101,80
Western,20051108,68
Western,20051115,67
Western,20051122,67
Western,20051129,63
Western,20051206,50
Western,20051213,54
Western,20051220,58
Western,20051227,52
