Name,MapDate,DSCI
Western,20151229,216
Western,20160105,207
Western,20160112,199
Western,20160119,187
Western,20160126,182
Western,20160202,182
Western,20160209,176
Western,20160216,174
Western,20160223,173
Western,20160301,175
Western,20160308,168
Western,20160315,159
Western,20160322,153
Western,20160329,151
Western,20160405,145
Western,20160412,145
Western,20160419,139
Western,20160426,140
Western,20160503,136
Western,20160510,134
Western,20160517,128
Western,20160524,127
Western,20160531,120
Western,20160607,129
Western,20160614,133
Western,20160621,133
Western,20160628,136
Western,20160705,138
Western,20160712,138
Western,20160719,141
Western,20160726,144
Western,20160802,143
Western,20160809,152
Western,20160816,152
Western,20160823,152
Western,20160830,154
Western,20160906,158
Western,20160913,157
Western,20160920,159
Western,20160927,153
Western,20161004,149
Western,20161011,137
Western,20161018,115
Western,20161025,111
Western,20161101,109
Western,20161108,105
Western,20161115,105
Western,20161122,105
Western,20161129,107
Western,20161206,107
Western,20161213,107
Western,20161220,105
Western,20161227,96
