Name,MapDate,DSCI
CONUS,20000104,84
CONUS,20000111,97
CONUS,20000118,104
CONUS,20000125,105
CONUS,20000201,104
CONUS,20000208,104
CONUS,20000215,106
CONUS,20000222,98
CONUS,20000229,101
CONUS,20000307,101
CONUS,20000314,95
CONUS,20000321,93
CONUS,20000328,84
CONUS,20000404,89
CONUS,20000411,85
CONUS,20000418,88
CONUS,20000425,83
CONUS,20000502,85
CONUS,20000509,83
CONUS,20000516,94
CONUS,20000523,84
CONUS,20000530,81
CONUS,20000606,77
CONUS,20000613,90
CONUS,20000620,88
CONUS,20000627,87
CONUS,20000704,74
CONUS,20000711,78
CONUS,20000718,88
CONUS,20000725,90
CONUS,20000801,91
CONUS,20000808,93
CONUS,20000815,98
CONUS,20000822,101
CONUS,20000829,114
CONUS,20000905,122
CONUS,20000912,130
CONUS,20000919,134
CONUS,20000926,128
CONUS,20001003,135
CONUS,20001010,131
CONUS,20001017,131
CONUS,20001024,130
CONUS,20001031,123
CONUS,20001107,86
CONUS,20001114,74
CONUS,20001121,67
CONUS,20001128,62
CONUS,20001205,61
CONUS,20001212,61
CONUS,20001219,53
CONUS,20001226,51
