Name,MapDate,DSCI
Southern,20000104,155
Southern,20000111,170
Southern,20000118,181
Southern,20000125,179
Southern,20000201,180
Southern,20000208,184
Southern,20000215,188
Southern,20000222,189
Southern,20000229,204
Southern,20000307,206
Southern,20000314,208
Southern,20000321,203
Southern,20000328,172
Southern,20000404,168
Southern,20000411,155
Southern,20000418,157
Southern,20000425,156
Southern,20000502,157
Southern,20000509,153
Southern,20000516,171
Southern,20000523,167
Southern,20000530,176
Southern,20000606,159
Southern,20000613,172
Southern,20000620,169
Southern,20000627,166
Southern,20000704,129
Southern,20000711,143
Southern,20000718,161
Southern,20000725,171
Southern,20000801,175
Southern,20000808,175
Southern,20000815,182
Southern,20000822,190
Southern,20000829,223
Southern,20000905,264
Southern,20000912,284
Southern,20000919,281
Southern,20000926,270
Southern,20001003,282
Southern,20001010,271
Southern,20001017,271
Southern,20001024,248
Southern,20001031,246
Southern,20001107,167
Southern,20001114,160
Southern,20001121,138
Southern,20001128,118
Southern,20001205,118
Southern,20001212,119
Southern,20001219,109
Southern,20001226,106
