Name,MapDate,DSCI
Western,20000104,20
Western,20000111,42
Western,20000118,44
Western,20000125,46
Western,20000201,41
Western,20000208,38
Western,20000215,42
Western,20000222,30
Western,20000229,27
Western,20000307,23
Western,20000314,11
Western,20000321,11
Western,20000328,13
Western,20000404,17
Western,20000411,20
Western,20000418,20
Western,20000425,18
Western,20000502,21
Western,20000509,23
Western,20000516,31
Western,20000523,33
Western,20000530,35
Western,20000606,35
Western,20000613,38
Western,20000620,42
Western,20000627,48
Western,20000704,43
Western,20000711,45
Western,20000718,60
Western,20000725,67
Western,20000801,75
Western,20000808,89
Western,20000815,100
Western,20000822,105
Western,20000829,110
Western,20000905,89
Western,20000912,84
Western,20000919,86
Western,20000926,92
Western,20001003,96
Western,20001010,94
Western,20001017,79
Western,20001024,76
Western,20001031,50
Western,20001107,39
Western,20001114,29
Western,20001121,29
Western,20001128,29
Western,20001205,27
Western,20001212,27
Western,20001219,26
Western,20001226,26
