Name,MapDate,DSCI
Southern,20131231,92
Southern,20140107,93
Southern,20140114,94
Southern,20140121,98
Southern,20140128,116
Southern,20140204,120
Southern,20140211,119
Southern,20140218,121
Southern,20140225,134
Southern,20140304,132
Southern,20140311,135
Southern,20140318,135
Southern,20140325,147
Southern,20140401,150
Southern,20140408,143
Southern,20140415,149
Southern,20140422,158
Southern,20140429,169
Southern,20140506,189
Southern,20140513,178
Southern,20140520,181
Southern,20140527,169
Southern,20140603,165
Southern,20140610,158
Southern,20140617,155
Southern,20140624,149
Southern,20140701,146
Southern,20140708,148
Southern,20140715,148
Southern,20140722,137
Southern,20140729,134
Southern,20140805,126
Southern,20140812,124
Southern,20140819,125
Southern,20140826,132
Southern,20140902,135
Southern,20140909,129
Southern,20140916,126
Southern,20140923,117
Southern,20140930,124
Southern,20141007,123
Southern,20141014,113
Southern,20141021,113
Southern,20141028,118
Southern,20141104,119
Southern,20141111,116
Southern,20141118,115
Southern,20141125,106
Southern,20141202,108
Southern,20141209,115
Southern,20141216,122
Southern,20141223,123
Southern,20141230,110
