Name,MapDate,DSCI
CONUS,20081230,69
CONUS,20090106,69
CONUS,20090113,70
CONUS,20090120,70
CONUS,20090127,77
CONUS,20090203,78
CONUS,20090210,85
CONUS,20090217,83
CONUS,20090224,86
CONUS,20090303,91
CONUS,20090310,91
CONUS,20090317,89
CONUS,20090324,94
CONUS,20090331,86
CONUS,20090407,81
CONUS,20090414,79
CONUS,20090421,75
CONUS,20090428,75
CONUS,20090505,67
CONUS,20090512,63
CONUS,20090519,61
CONUS,20090526,53
CONUS,20090602,56
CONUS,20090609,57
CONUS,20090616,56
CONUS,20090623,52
CONUS,20090630,54
CONUS,20090707,58
CONUS,20090714,62
CONUS,20090721,63
CONUS,20090728,60
CONUS,20090804,58
CONUS,20090811,58
CONUS,20090818,56
CONUS,20090825,56
CONUS,20090901,56
CONUS,20090908,59
CONUS,20090915,54
CONUS,20090922,57
CONUS,20090929,59
CONUS,20091006,55
CONUS,20091013,55
CONUS,20091020,49
CONUS,20091027,44
CONUS,20091103,43
CONUS,20091110,44
CONUS,20091117,43
CONUS,20091124,46
CONUS,20091201,46
CONUS,20091208,46
CONUS,20091215,45
CONUS,20091222,44
CONUS,20091229,45
