Name,MapDate,DSCI
Alaska,20241231,6
Alaska,20250107,6
Alaska,20250114,5
Alaska,20250121,5
Alaska,20250128,0
Alaska,20250204,0
Alaska,20250211,0
Alaska,20250218,6
Alaska,20250225,9
Alaska,20250304,12
Alaska,20250311,12
Alaska,20250318,12
Alaska,20250325,12
Alaska,20250401,12
Alaska,20250408,12
Alaska,20250415,12
Alaska,20250422,3
Alaska,20250429,2
Alaska,20250506,2
Alaska,20250513,1
Alaska,20250520,1
Alaska,20250527,0
Alaska,20250603,0
Alaska,20250610,0
Alaska,20250617,2
Alaska,20250624,13
Alaska,20250701,14
Alaska,20250708,15
Alaska,20250715,28
Alaska,20250722,25
Alaska,20250729,24
Alaska,20250805,22
Alaska,20250812,18
Alaska,20250819,16
Alaska,20250826,10
Alaska,20250902,10
Alaska,20250909,9
Alaska,20250916,9
Alaska,20250923,0
Alaska,20250930,0
Alaska,20251007,0
Alaska,20251014,0
Alaska,20251021,0
Alaska,20251028,0
Alaska,20251104,0
Alaska,20251111,0
Alaska,20251118,0
Alaska,20251125,0
Alaska,20251202,0
Alaska,20251209,0
Alaska,20251216,6
Alaska,20251223,12
Alaska,20251230,9
