Name,MapDate,DSCI
Southern,20211228,162
Southern,20220104,181
Southern,20220111,187
Southern,20220118,192
Southern,20220125,198
Southern,20220201,198
Southern,20220208,185
Southern,20220215,192
Southern,20220222,195
Southern,20220301,201
Southern,20220308,227
Southern,20220315,227
Southern,20220322,212
Southern,20220329,211
Southern,20220405,207
Southern,20220412,211
Southern,20220419,205
Southern,20220426,204
Southern,20220503,205
Southern,20220510,199
Southern,20220517,212
Southern,20220524,198
Southern,20220531,188
Southern,20220607,184
Southern,20220614,187
Southern,20220621,198
Southern,20220628,202
Southern,20220705,205
Southern,20220712,217
Southern,20220719,230
Southern,20220726,240
Southern,20220802,233
Southern,20220809,231
Southern,20220816,222
Southern,20220823,190
Southern,20220830,166
Southern,20220906,140
Southern,20220913,134
Southern,20220920,136
Southern,20220927,155
Southern,20221004,177
Southern,20221011,192
Southern,20221018,194
Southern,20221025,204
Southern,20221101,199
Southern,20221108,195
Southern,20221115,189
Southern,20221122,189
Southern,20221129,174
Southern,20221206,165
Southern,20221213,155
Southern,20221220,137
Southern,20221227,137
