Name,MapDate,DSCI
Western,20231226,62
Western,20240102,64
Western,20240109,69
Western,20240116,72
Western,20240123,73
Western,20240130,73
Western,20240206,70
Western,20240213,71
Western,20240220,72
Western,20240227,75
Western,20240305,72
Western,20240312,70
Western,20240319,67
Western,20240326,66
Western,20240402,64
Western,20240409,59
Western,20240416,56
Western,20240423,58
Western,20240430,58
Western,20240507,59
Western,20240514,49
Western,20240521,46
Western,20240528,46
Western,20240604,45
Western,20240611,52
Western,20240618,51
Western,20240625,57
Western,20240702,63
Western,20240709,78
Western,20240716,92
Western,20240723,98
Western,20240730,101
Western,20240806,112
Western,20240813,115
Western,20240820,121
Western,20240827,127
Western,20240903,129
Western,20240910,135
Western,20240917,134
Western,20240924,130
Western,20241001,128
Western,20241008,140
Western,20241015,148
Western,20241022,148
Western,20241029,146
Western,20241105,147
Western,20241112,151
Western,20241119,147
Western,20241126,130
Western,20241203,125
Western,20241210,127
Western,20241217,127
Western,20241224,128
Western,20241231,136
