Name,MapDate,DSCI
CONUS,20051227,78
CONUS,20060103,75
CONUS,20060110,80
CONUS,20060117,84
CONUS,20060124,85
CONUS,20060131,87
CONUS,20060207,91
CONUS,20060214,91
CONUS,20060221,93
CONUS,20060228,101
CONUS,20060307,107
CONUS,20060314,105
CONUS,20060321,104
CONUS,20060328,104
CONUS,20060404,104
CONUS,20060411,104
CONUS,20060418,111
CONUS,20060425,110
CONUS,20060502,104
CONUS,20060509,99
CONUS,20060516,93
CONUS,20060523,95
CONUS,20060530,102
CONUS,20060606,107
CONUS,20060613,120
CONUS,20060620,118
CONUS,20060627,117
CONUS,20060704,121
CONUS,20060711,122
CONUS,20060718,143
CONUS,20060725,153
CONUS,20060801,151
CONUS,20060808,158
CONUS,20060815,157
CONUS,20060822,155
CONUS,20060829,144
CONUS,20060905,136
CONUS,20060912,132
CONUS,20060919,118
CONUS,20060926,111
CONUS,20061003,113
CONUS,20061010,114
CONUS,20061017,109
CONUS,20061024,104
CONUS,20061031,100
CONUS,20061107,91
CONUS,20061114,92
CONUS,20061121,90
CONUS,20061128,91
CONUS,20061205,91
CONUS,20061212,94
CONUS,20061219,101
CONUS,20061226,97
