Name,MapDate,DSCI
Alaska,20051227,9
Alaska,20060103,9
Alaska,20060110,9
Alaska,20060117,21
Alaska,20060124,21
Alaska,20060131,21
Alaska,20060207,31
Alaska,20060214,28
Alaska,20060221,28
Alaska,20060228,28
Alaska,20060307,28
Alaska,20060314,28
Alaska,20060321,37
Alaska,20060328,37
Alaska,20060404,38
Alaska,20060411,29
Alaska,20060418,29
Alaska,20060425,29
Alaska,20060502,30
Alaska,20060509,32
Alaska,20060516,29
Alaska,20060523,22
Alaska,20060530,22
Alaska,20060606,22
Alaska,20060613,22
Alaska,20060620,22
Alaska,20060627,22
Alaska,20060704,16
Alaska,20060711,16
Alaska,20060718,16
Alaska,20060725,16
Alaska,20060801,12
Alaska,20060808,10
Alaska,20060815,9
Alaska,20060822,0
Alaska,20060829,0
Alaska,20060905,0
Alaska,20060912,0
Alaska,20060919,0
Alaska,20060926,0
Alaska,20061003,0
Alaska,20061010,0
Alaska,20061017,0
Alaska,20061024,0
Alaska,20061031,0
Alaska,20061107,0
Alaska,20061114,0
Alaska,20061121,0
Alaska,20061128,0
Alaska,20061205,0
Alaska,20061212,0
Alaska,20061219,28
Alaska,20061226,28
