Name,MapDate,DSCI
CONUS,20061226,97
CONUS,20070102,95
CONUS,20070109,94
CONUS,20070116,90
CONUS,20070123,86
CONUS,20070130,89
CONUS,20070206,91
CONUS,20070213,93
CONUS,20070220,96
CONUS,20070227,89
CONUS,20070306,84
CONUS,20070313,95
CONUS,20070320,97
CONUS,20070327,107
CONUS,20070403,94
CONUS,20070410,96
CONUS,20070417,95
CONUS,20070424,97
CONUS,20070501,100
CONUS,20070508,98
CONUS,20070515,103
CONUS,20070522,107
CONUS,20070529,109
CONUS,20070605,109
CONUS,20070612,110
CONUS,20070619,114
CONUS,20070626,115
CONUS,20070703,115
CONUS,20070710,124
CONUS,20070717,128
CONUS,20070724,138
CONUS,20070731,146
CONUS,20070807,153
CONUS,20070814,159
CONUS,20070821,162
CONUS,20070828,156
CONUS,20070904,154
CONUS,20070911,151
CONUS,20070918,149
CONUS,20070925,147
CONUS,20071002,148
CONUS,20071009,149
CONUS,20071016,150
CONUS,20071023,135
CONUS,20071030,118
CONUS,20071106,122
CONUS,20071113,127
CONUS,20071120,131
CONUS,20071127,127
CONUS,20071204,125
CONUS,20071211,122
CONUS,20071218,119
CONUS,20071225,119
