Name,MapDate,DSCI
Southern,20151229,7
Southern,20160105,5
Southern,20160112,4
Southern,20160119,4
Southern,20160126,3
Southern,20160202,3
Southern,20160209,6
Southern,20160216,19
Southern,20160223,12
Southern,20160301,19
Southern,20160308,27
Southern,20160315,18
Southern,20160322,30
Southern,20160329,40
Southern,20160405,43
Southern,20160412,44
Southern,20160419,41
Southern,20160426,40
Southern,20160503,36
Southern,20160510,36
Southern,20160517,34
Southern,20160524,38
Southern,20160531,40
Southern,20160607,39
Southern,20160614,39
Southern,20160621,43
Southern,20160628,44
Southern,20160705,49
Southern,20160712,53
Southern,20160719,59
Southern,20160726,74
Southern,20160802,75
Southern,20160809,75
Southern,20160816,61
Southern,20160823,52
Southern,20160830,49
Southern,20160906,44
Southern,20160913,38
Southern,20160920,40
Southern,20160927,50
Southern,20161004,61
Southern,20161011,80
Southern,20161018,100
Southern,20161025,113
Southern,20161101,131
Southern,20161108,136
Southern,20161115,152
Southern,20161122,172
Southern,20161129,172
Southern,20161206,140
Southern,20161213,136
Southern,20161220,131
Southern,20161227,121
