Name,MapDate,DSCI
Western,20061226,71
Western,20070102,73
Western,20070109,80
Western,20070116,80
Western,20070123,94
Western,20070130,104
Western,20070206,114
Western,20070213,113
Western,20070220,117
Western,20070227,111
Western,20070306,110
Western,20070313,126
Western,20070320,128
Western,20070327,149
Western,20070403,148
Western,20070410,156
Western,20070417,175
Western,20070424,166
Western,20070501,169
Western,20070508,165
Western,20070515,170
Western,20070522,172
Western,20070529,172
Western,20070605,170
Western,20070612,167
Western,20070619,172
Western,20070626,172
Western,20070703,177
Western,20070710,201
Western,20070717,206
Western,20070724,223
Western,20070731,233
Western,20070807,244
Western,20070814,244
Western,20070821,249
Western,20070828,249
Western,20070904,249
Western,20070911,249
Western,20070918,252
Western,20070925,246
Western,20071002,246
Western,20071009,242
Western,20071016,241
Western,20071023,228
Western,20071030,223
Western,20071106,223
Western,20071113,215
Western,20071120,214
Western,20071127,216
Western,20071204,193
Western,20071211,191
Western,20071218,195
Western,20071225,195
