Name,MapDate,DSCI
Western,20021231,238
Western,20030107,243
Western,20030114,250
Western,20030121,256
Western,20030128,260
Western,20030204,257
Western,20030211,266
Western,20030218,258
Western,20030225,257
Western,20030304,254
Western,20030311,251
Western,20030318,239
Western,20030325,237
Western,20030401,233
Western,20030408,225
Western,20030415,219
Western,20030422,220
Western,20030429,211
Western,20030506,203
Western,20030513,196
Western,20030520,198
Western,20030527,198
Western,20030603,200
Western,20030610,205
Western,20030617,206
Western,20030624,205
Western,20030701,220
Western,20030708,227
Western,20030715,236
Western,20030722,251
Western,20030729,272
Western,20030805,272
Western,20030812,270
Western,20030819,277
Western,20030826,280
Western,20030902,282
Western,20030909,284
Western,20030916,275
Western,20030923,274
Western,20030930,270
Western,20031007,275
Western,20031014,274
Western,20031021,276
Western,20031028,283
Western,20031104,277
Western,20031111,275
Western,20031118,271
Western,20031125,268
Western,20031202,268
Western,20031209,264
Western,20031216,264
Western,20031223,266
Western,20031230,244
