Name,MapDate,DSCI
Western,20001226,26
Western,20010102,31
Western,20010109,41
Western,20010116,34
Western,20010123,63
Western,20010130,63
Western,20010206,66
Western,20010213,99
Western,20010220,97
Western,20010227,102
Western,20010306,104
Western,20010313,121
Western,20010320,127
Western,20010327,127
Western,20010403,135
Western,20010410,135
Western,20010417,136
Western,20010424,136
Western,20010501,138
Western,20010508,138
Western,20010515,145
Western,20010522,145
Western,20010529,147
Western,20010605,155
Western,20010612,159
Western,20010619,173
Western,20010626,183
Western,20010703,198
Western,20010710,182
Western,20010717,182
Western,20010724,180
Western,20010731,184
Western,20010807,181
Western,20010814,184
Western,20010821,200
Western,20010828,208
Western,20010904,213
Western,20010911,226
Western,20010918,225
Western,20010925,225
Western,20011002,228
Western,20011009,230
Western,20011016,230
Western,20011023,230
Western,20011030,230
Western,20011106,230
Western,20011113,231
Western,20011120,230
Western,20011127,223
Western,20011204,208
Western,20011211,203
Western,20011218,198
Western,20011225,187
