Name,MapDate,DSCI
CONUS,20091229,45
CONUS,20100105,46
CONUS,20100112,51
CONUS,20100119,51
CONUS,20100126,39
CONUS,20100202,37
CONUS,20100209,36
CONUS,20100216,39
CONUS,20100223,39
CONUS,20100302,38
CONUS,20100309,42
CONUS,20100316,39
CONUS,20100323,39
CONUS,20100330,38
CONUS,20100406,40
CONUS,20100413,43
CONUS,20100420,44
CONUS,20100427,46
CONUS,20100504,45
CONUS,20100511,45
CONUS,20100518,39
CONUS,20100525,36
CONUS,20100601,41
CONUS,20100608,34
CONUS,20100615,33
CONUS,20100622,36
CONUS,20100629,35
CONUS,20100706,34
CONUS,20100713,35
CONUS,20100720,37
CONUS,20100727,37
CONUS,20100803,35
CONUS,20100810,36
CONUS,20100817,38
CONUS,20100824,36
CONUS,20100831,43
CONUS,20100907,41
CONUS,20100914,45
CONUS,20100921,52
CONUS,20100928,57
CONUS,20101005,51
CONUS,20101012,56
CONUS,20101019,62
CONUS,20101026,59
CONUS,20101102,62
CONUS,20101109,63
CONUS,20101116,64
CONUS,20101123,64
CONUS,20101130,63
CONUS,20101207,69
CONUS,20101214,71
CONUS,20101221,75
CONUS,20101228,76
