Name,MapDate,DSCI
CONUS,20041228,90
CONUS,20050104,85
CONUS,20050111,83
CONUS,20050118,82
CONUS,20050125,83
CONUS,20050201,87
CONUS,20050208,87
CONUS,20050215,87
CONUS,20050222,89
CONUS,20050301,88
CONUS,20050308,90
CONUS,20050315,93
CONUS,20050322,93
CONUS,20050329,87
CONUS,20050405,85
CONUS,20050412,79
CONUS,20050419,79
CONUS,20050426,77
CONUS,20050503,85
CONUS,20050510,86
CONUS,20050517,74
CONUS,20050524,79
CONUS,20050531,81
CONUS,20050607,82
CONUS,20050614,72
CONUS,20050621,71
CONUS,20050628,83
CONUS,20050705,86
CONUS,20050712,84
CONUS,20050719,90
CONUS,20050726,94
CONUS,20050802,96
CONUS,20050809,93
CONUS,20050816,83
CONUS,20050823,76
CONUS,20050830,73
CONUS,20050906,77
CONUS,20050913,84
CONUS,20050920,84
CONUS,20050927,78
CONUS,20051004,81
CONUS,20051011,68
CONUS,20051018,67
CONUS,20051025,73
CONUS,20051101,80
CONUS,20051108,81
CONUS,20051115,82
CONUS,20051122,80
CONUS,20051129,76
CONUS,20051206,75
CONUS,20051213,78
CONUS,20051220,80
CONUS,20051227,78
