Name,MapDate,DSCI
Alaska,20020101,0
Alaska,20020108,0
Alaska,20020115,0
Alaska,20020122,0
Alaska,20020129,0
Alaska,20020205,0
Alaska,20020212,0
Alaska,20020219,0
Alaska,20020226,0
Alaska,20020305,0
Alaska,20020312,17
Alaska,20020319,17
Alaska,20020326,17
Alaska,20020402,14
Alaska,20020409,13
Alaska,20020416,22
Alaska,20020423,22
Alaska,20020430,16
Alaska,20020507,16
Alaska,20020514,16
Alaska,20020521,16
Alaska,20020528,18
Alaska,20020604,47
Alaska,20020611,44
Alaska,20020618,39
Alaska,20020625,39
Alaska,20020702,39
Alaska,20020709,39
Alaska,20020716,32
Alaska,20020723,31
Alaska,20020730,39
Alaska,20020806,53
Alaska,20020813,51
Alaska,20020820,41
Alaska,20020827,38
Alaska,20020903,26
Alaska,20020910,0
Alaska,20020917,0
Alaska,20020924,0
Alaska,20021001,0
Alaska,20021008,0
Alaska,20021015,0
Alaska,20021022,0
Alaska,20021029,0
Alaska,20021105,0
Alaska,20021112,0
Alaska,20021119,0
Alaska,20021126,0
Alaska,20021203,0
Alaska,20021210,0
Alaska,20021217,0
Alaska,20021224,0
Alaska,20021231,0
