Name,MapDate,DSCI
Alaska,20061226,28
Alaska,20070102,28
Alaska,20070109,27
Alaska,20070116,25
Alaska,20070123,25
Alaska,20070130,25
Alaska,20070206,25
Alaska,20070213,25
Alaska,20070220,26
Alaska,20070227,26
Alaska,20070306,28
Alaska,20070313,40
Alaska,20070320,40
Alaska,20070327,40
Alaska,20070403,40
Alaska,20070410,40
Alaska,20070417,40
Alaska,20070424,40
Alaska,20070501,40
Alaska,20070508,40
Alaska,20070515,40
Alaska,20070522,40
Alaska,20070529,40
Alaska,20070605,40
Alaska,20070612,34
Alaska,20070619,34
Alaska,20070626,35
Alaska,20070703,35
Alaska,20070710,30
Alaska,20070717,29
Alaska,20070724,29
Alaska,20070731,29
Alaska,20070807,29
Alaska,20070814,29
Alaska,20070821,29
Alaska,20070828,29
Alaska,20070904,29
Alaska,20070911,24
Alaska,20070918,18
Alaska,20070925,18
Alaska,20071002,18
Alaska,20071009,18
Alaska,20071016,18
Alaska,20071023,18
Alaska,20071030,18
Alaska,20071106,18
Alaska,20071113,18
Alaska,20071120,18
Alaska,20071127,18
Alaska,20071204,18
Alaska,20071211,18
Alaska,20071218,18
Alaska,20071225,18
