Name,MapDate,DSCI
CONUS,20021231,142
CONUS,20030107,149
CONUS,20030114,155
CONUS,20030121,160
CONUS,20030128,162
CONUS,20030204,161
CONUS,20030211,165
CONUS,20030218,160
CONUS,20030225,159
CONUS,20030304,160
CONUS,20030311,161
CONUS,20030318,162
CONUS,20030325,156
CONUS,20030401,149
CONUS,20030408,143
CONUS,20030415,147
CONUS,20030422,144
CONUS,20030429,151
CONUS,20030506,139
CONUS,20030513,130
CONUS,20030520,133
CONUS,20030527,130
CONUS,20030603,132
CONUS,20030610,128
CONUS,20030617,121
CONUS,20030624,120
CONUS,20030701,112
CONUS,20030708,111
CONUS,20030715,123
CONUS,20030722,135
CONUS,20030729,148
CONUS,20030805,152
CONUS,20030812,158
CONUS,20030819,168
CONUS,20030826,180
CONUS,20030902,170
CONUS,20030909,177
CONUS,20030916,166
CONUS,20030923,166
CONUS,20030930,162
CONUS,20031007,160
CONUS,20031014,160
CONUS,20031021,162
CONUS,20031028,168
CONUS,20031104,164
CONUS,20031111,166
CONUS,20031118,163
CONUS,20031125,161
CONUS,20031202,160
CONUS,20031209,161
CONUS,20031216,159
CONUS,20031223,160
CONUS,20031230,155
