Name,MapDate,DSCI
Eastern,20051227,8
Eastern,20060103,5
Eastern,20060110,6
Eastern,20060117,6
Eastern,20060124,4
Eastern,20060131,6
Eastern,20060207,6
Eastern,20060214,6
Eastern,20060221,12
Eastern,20060228,29
Eastern,20060307,36
Eastern,20060314,42
Eastern,20060321,58
Eastern,20060328,70
Eastern,20060404,83
Eastern,20060411,77
Eastern,20060418,83
Eastern,20060425,68
Eastern,20060502,67
Eastern,20060509,84
Eastern,20060516,67
Eastern,20060523,55
Eastern,20060530,62
Eastern,20060606,56
Eastern,20060613,57
Eastern,20060620,45
Eastern,20060627,19
Eastern,20060704,11
Eastern,20060711,11
Eastern,20060718,18
Eastern,20060725,19
Eastern,20060801,19
Eastern,20060808,23
Eastern,20060815,28
Eastern,20060822,41
Eastern,20060829,41
Eastern,20060905,20
Eastern,20060912,13
Eastern,20060919,4
Eastern,20060926,4
Eastern,20061003,8
Eastern,20061010,9
Eastern,20061017,9
Eastern,20061024,8
Eastern,20061031,6
Eastern,20061107,6
Eastern,20061114,8
Eastern,20061121,4
Eastern,20061128,1
Eastern,20061205,1
Eastern,20061212,2
Eastern,20061219,8
Eastern,20061226,8
