Name,MapDate,DSCI
Southern,20031230,111
Southern,20040106,128
Southern,20040113,126
Southern,20040120,111
Southern,20040127,108
Southern,20040203,108
Southern,20040210,108
Southern,20040217,108
Southern,20040224,104
Southern,20040302,91
Southern,20040309,82
Southern,20040316,80
Southern,20040323,88
Southern,20040330,92
Southern,20040406,71
Southern,20040413,60
Southern,20040420,70
Southern,20040427,61
Southern,20040504,53
Southern,20040511,57
Southern,20040518,60
Southern,20040525,91
Southern,20040601,99
Southern,20040608,88
Southern,20040615,77
Southern,20040622,65
Southern,20040629,53
Southern,20040706,51
Southern,20040713,54
Southern,20040720,54
Southern,20040727,45
Southern,20040803,46
Southern,20040810,45
Southern,20040817,34
Southern,20040824,33
Southern,20040831,33
Southern,20040907,33
Southern,20040914,35
Southern,20040921,38
Southern,20040928,40
Southern,20041005,48
Southern,20041012,32
Southern,20041019,31
Southern,20041026,31
Southern,20041102,30
Southern,20041109,30
Southern,20041116,27
Southern,20041123,27
Southern,20041130,27
Southern,20041207,27
Southern,20041214,28
Southern,20041221,28
Southern,20041228,28
